Firm ID,Year,Default,WC/TA,RE/TA,EBIT/TA,ME/TL,S/TA
3678,2019,1,0.1,0.0,0.04,2.34,0.2
2033,2020,0,0.05,0.08,0.0,1.1,0.33
2242,2015,0,0.51,-0.09,0.05,0.94,0.15
1320,2013,0,0.09,0.22,0.01,0.42,0.13
3647,2014,1,0.35,-0.01,0.04,2.62,0.15
1502,2015,0,0.21,0.07,0.04,0.45,0.27
2467,2018,0,0.11,0.13,0.0,0.93,0.1
43,2016,0,-0.01,0.25,0.03,0.3,0.14
157,2018,0,0.12,0.19,0.0,0.37,0.2
412,2014,0,0.53,-0.12,0.0,0.55,0.3
3259,2019,0,0.19,0.31,0.02,0.53,0.23
146,2018,0,0.05,0.28,0.03,0.25,0.09
1506,2013,0,0.05,0.31,0.02,0.24,0.28
27,2020,0,0.27,0.29,0.02,0.16,0.3
2566,2020,0,0.22,0.0,0.05,0.2,0.29
353,2018,0,0.03,0.07,0.03,0.48,0.33
1850,2018,0,0.36,0.21,0.03,0.25,0.33
3211,2018,0,0.0,0.08,0.01,0.25,0.08
1649,2016,0,0.33,0.17,0.05,0.36,0.3
173,2016,0,0.54,0.11,0.04,1.26,0.23
1056,2020,0,0.14,0.19,0.03,0.41,0.27
3921,2017,1,0.32,-0.01,0.03,1.51,0.22
186,2018,0,0.03,0.05,0.05,0.34,0.3
1497,2013,0,0.12,-0.05,0.03,0.12,0.2
2308,2019,0,-0.01,0.28,0.05,0.66,0.15
1671,2012,0,0.01,0.13,0.01,0.46,0.12
2907,2014,0,0.47,-0.01,0.03,1.24,0.34
3084,2014,0,0.13,0.21,0.03,1.05,0.26
2463,2015,0,-0.01,0.2,0.0,0.13,0.1
1611,2016,0,0.54,-0.07,0.04,0.38,0.32
543,2019,0,0.5,0.11,0.0,0.32,0.13
2689,2015,0,0.05,0.04,0.04,0.41,0.27
2143,2016,0,0.17,-0.09,0.03,0.92,0.29
1588,2015,0,0.45,0.04,0.0,1.28,0.25
2054,2015,0,0.07,-0.08,0.0,0.84,0.23
2779,2017,0,-0.02,0.26,0.04,1.04,0.34
3307,2019,0,0.49,0.16,0.05,0.52,0.32
3412,2013,0,0.43,0.04,0.05,0.74,0.1
3669,2020,1,0.25,-0.11,0.04,3.2,0.18
278,2012,0,0.09,-0.01,0.03,0.8,0.12
1889,2019,0,0.06,0.28,0.01,0.14,0.17
619,2014,0,0.06,0.24,0.04,1.21,0.18
1744,2017,0,0.47,0.13,0.05,1.15,0.12
3342,2020,0,0.07,0.19,0.04,0.12,0.16
3251,2013,0,0.15,-0.07,0.01,0.24,0.21
1507,2017,0,0.46,0.02,0.03,0.54,0.12
3603,2015,1,0.28,0.05,0.03,1.77,0.15
2172,2018,0,0.22,0.21,0.05,0.57,0.13
2289,2019,0,0.4,0.26,0.01,0.84,0.29
1761,2017,0,0.26,-0.06,0.01,1.16,0.16
2373,2019,0,0.4,0.09,0.02,1.12,0.28
1482,2015,0,0.19,0.27,0.03,0.35,0.25
3911,2016,1,0.16,0.02,0.04,2.67,0.24
1406,2014,0,0.27,-0.05,0.01,1.01,0.08
1011,2016,0,0.03,-0.08,0.02,1.17,0.09
15,2015,0,-0.03,-0.07,0.03,0.3,0.27
562,2016,0,0.13,0.13,0.04,0.5,0.27
3680,2015,1,0.08,-0.01,0.04,2.07,0.24
402,2015,0,0.02,0.24,0.03,0.6,0.1
3553,2016,1,0.23,0.03,0.04,1.31,0.2
2715,2013,0,0.12,0.04,0.02,0.54,0.34
2657,2012,0,0.45,0.2,0.01,1.09,0.29
3826,2013,1,0.3,-0.01,0.04,0.72,0.19
2899,2016,0,0.09,0.17,0.04,0.5,0.21
2835,2016,0,0.39,0.03,0.01,0.65,0.29
795,2016,0,0.02,-0.05,0.0,1.13,0.19
428,2014,0,-0.11,0.13,0.02,0.21,0.1
3088,2020,0,0.34,0.0,0.0,0.26,0.28
3286,2020,0,0.32,0.25,0.05,1.05,0.32
2713,2020,0,0.02,-0.05,0.02,0.67,0.3
1901,2013,0,0.12,0.13,0.05,0.23,0.17
3654,2014,1,0.12,0.02,0.04,1.13,0.12
1423,2017,0,0.5,0.21,0.03,0.35,0.3
3937,2016,1,0.22,0.01,0.03,1.08,0.26
3598,2013,1,0.35,-0.05,0.04,0.54,0.23
1215,2015,0,0.36,0.04,0.05,1.14,0.26
3507,2013,0,0.54,0.23,0.02,0.5,0.31
411,2019,0,0.46,-0.02,0.0,0.53,0.12
3860,2013,1,0.13,-0.08,0.03,0.81,0.18
891,2015,0,0.06,0.09,0.02,0.33,0.32
2990,2016,0,0.0,-0.11,0.04,1.26,0.29
2914,2015,0,0.28,-0.11,0.05,0.64,0.25
1997,2019,0,0.49,0.02,0.03,0.99,0.15
2168,2017,0,0.41,0.02,0.01,0.71,0.26
3705,2012,1,0.35,0.02,0.03,0.22,0.26
254,2020,0,0.21,-0.08,0.04,0.94,0.31
3136,2019,0,0.1,0.02,0.03,0.46,0.3
2930,2015,0,-0.06,0.27,0.01,1.24,0.19
2589,2017,0,0.14,0.04,0.04,0.94,0.34
648,2018,0,0.02,0.31,0.01,1.07,0.22
200,2015,0,-0.07,0.04,0.02,0.81,0.27
1691,2014,0,0.43,0.06,0.05,0.84,0.13
1628,2015,0,-0.09,0.25,0.03,0.46,0.12
2656,2012,0,0.02,0.32,0.0,0.96,0.32
502,2017,0,0.08,0.13,0.04,0.72,0.14
3196,2015,0,0.23,0.19,0.0,1.17,0.16
1900,2017,0,0.01,0.17,0.01,0.38,0.3
336,2014,0,0.06,-0.05,0.02,0.17,0.13
2516,2014,0,-0.01,0.18,0.05,0.76,0.11
3453,2013,0,0.49,-0.1,0.0,0.79,0.25
3789,2019,1,0.26,-0.02,0.04,1.46,0.25
1944,2014,0,0.48,0.16,0.0,0.45,0.3
57,2015,0,-0.04,0.29,0.03,0.52,0.13
1514,2015,0,0.3,-0.06,0.04,0.4,0.09
124,2019,0,0.37,0.28,0.01,0.36,0.18
3740,2018,1,0.19,-0.05,0.03,2.8,0.25
2275,2015,0,0.23,-0.05,0.0,0.99,0.28
119,2017,0,0.05,0.16,0.03,1.02,0.17
554,2018,0,0.42,0.02,0.05,0.25,0.28
1112,2014,0,0.55,0.08,0.03,0.87,0.1
646,2013,0,0.22,-0.01,0.04,0.67,0.26
561,2019,0,-0.01,-0.12,0.02,0.52,0.21
1553,2019,0,0.45,0.15,0.02,0.88,0.09
3011,2014,0,0.28,0.22,0.03,0.93,0.11
2068,2016,0,0.34,0.27,0.03,0.28,0.29
2164,2019,0,0.49,-0.06,0.04,0.67,0.14
1929,2012,0,0.13,0.18,0.03,1.21,0.09
3410,2014,0,0.34,0.23,0.01,0.49,0.12
1403,2014,0,0.04,0.23,0.01,1.2,0.2
1669,2017,0,0.0,0.1,0.0,0.82,0.34
3246,2013,0,0.31,0.19,0.02,1.15,0.21
2103,2017,0,-0.06,0.07,0.04,0.08,0.16
531,2012,0,0.17,0.04,0.03,0.36,0.1
2109,2016,0,0.24,0.1,0.04,1.01,0.13
3917,2020,1,0.35,0.01,0.03,2.05,0.17
1511,2020,0,0.34,0.23,0.03,1.05,0.11
2372,2019,0,-0.08,-0.01,0.01,0.31,0.1
2267,2020,0,0.27,0.07,0.0,1.13,0.11
3153,2016,0,0.1,0.17,0.04,0.41,0.28
2641,2013,0,0.38,-0.07,0.03,1.28,0.23
716,2013,0,0.55,0.04,0.05,1.26,0.09
293,2019,0,0.14,0.04,0.0,1.09,0.24
2544,2012,0,0.18,0.28,0.04,0.09,0.13
1419,2012,0,0.07,0.03,0.04,0.75,0.22
3322,2017,0,-0.11,-0.02,0.03,1.12,0.2
3912,2018,1,0.14,-0.07,0.04,1.24,0.28
1401,2012,0,0.2,-0.1,0.03,1.26,0.11
3317,2012,0,0.23,-0.12,0.04,0.98,0.09
2462,2014,0,-0.06,0.14,0.04,1.26,0.24
3418,2014,0,0.26,-0.12,0.0,0.56,0.2
867,2013,0,-0.05,0.09,0.0,0.68,0.29
3618,2015,1,0.33,-0.01,0.04,1.6,0.18
3478,2017,0,0.53,-0.11,0.04,1.25,0.1
1714,2016,0,0.41,0.08,0.05,0.91,0.31
2665,2020,0,0.24,0.14,0.05,0.34,0.2
2417,2020,0,0.24,0.29,0.0,0.98,0.29
3002,2018,0,0.07,-0.06,0.02,1.17,0.16
3755,2014,1,0.19,-0.07,0.03,0.57,0.18
107,2019,0,0.24,0.32,0.0,0.52,0.1
386,2018,0,0.19,0.12,0.01,0.97,0.34
1569,2020,0,0.55,0.12,0.0,0.45,0.32
374,2017,0,0.14,0.16,0.04,1.04,0.15
2238,2014,0,0.02,0.03,0.04,0.32,0.19
2992,2014,0,0.47,-0.1,0.03,1.06,0.29
1057,2018,0,-0.08,0.09,0.03,0.56,0.33
3288,2013,0,-0.01,0.02,0.05,0.76,0.22
597,2017,0,0.06,0.21,0.02,0.82,0.24
1499,2012,0,0.41,-0.08,0.02,1.07,0.29
3141,2020,0,0.16,0.11,0.0,1.07,0.24
1367,2014,0,0.22,0.19,0.04,1.04,0.31
3953,2013,1,0.17,0.06,0.03,2.79,0.2
1856,2015,0,0.35,-0.02,0.05,0.27,0.17
2015,2014,0,0.32,0.02,0.04,0.88,0.31
1081,2018,0,0.35,0.05,0.03,0.91,0.09
1214,2019,0,0.02,0.14,0.0,0.58,0.16
406,2017,0,0.31,0.18,0.04,0.42,0.29
123,2012,0,0.28,-0.04,0.0,0.78,0.2
1016,2017,0,0.15,0.02,0.03,0.96,0.2
2581,2012,0,0.47,-0.06,0.02,0.42,0.32
3473,2016,0,0.22,0.06,0.01,0.61,0.08
3454,2015,0,0.51,-0.12,0.05,0.39,0.18
815,2013,0,0.46,0.07,0.01,0.75,0.14
1074,2016,0,-0.04,-0.06,0.05,0.36,0.1
668,2015,0,0.22,0.28,0.05,1.11,0.2
806,2018,0,0.37,-0.09,0.02,0.79,0.22
378,2012,0,0.38,0.32,0.05,0.21,0.14
557,2015,0,0.05,0.28,0.04,0.4,0.16
3727,2017,1,0.1,-0.06,0.03,2.77,0.17
2123,2018,0,-0.09,0.08,0.02,0.11,0.28
1987,2020,0,0.24,0.18,0.0,0.98,0.08
248,2015,0,0.34,0.28,0.0,0.44,0.19
2999,2013,0,0.41,-0.01,0.05,0.1,0.21
3985,2012,1,0.3,-0.09,0.04,0.83,0.28
1052,2015,0,0.49,0.15,0.01,1.03,0.24
507,2016,0,0.22,0.28,0.03,0.45,0.3
2765,2016,0,0.35,0.21,0.01,0.8,0.32
2026,2015,0,0.46,-0.04,0.05,1.05,0.11
2471,2015,0,0.0,-0.12,0.0,1.24,0.14
1146,2012,0,-0.03,0.16,0.05,1.04,0.19
1964,2018,0,0.45,0.3,0.05,1.03,0.14
775,2015,0,0.22,-0.09,0.0,1.29,0.21
3371,2014,0,0.01,-0.11,0.0,0.58,0.11
3480,2020,0,-0.11,0.08,0.03,1.08,0.22
2440,2013,0,0.29,0.29,0.04,0.39,0.28
2249,2018,0,0.48,0.22,0.05,0.73,0.23
1137,2013,0,0.1,0.12,0.05,0.51,0.2
2495,2020,0,0.54,0.18,0.02,0.66,0.1
941,2020,0,0.25,0.12,0.05,0.61,0.25
2905,2016,0,0.44,0.1,0.01,0.83,0.17
2265,2017,0,0.39,0.06,0.01,0.94,0.32
81,2019,0,0.04,0.02,0.03,0.37,0.08
2072,2020,0,0.53,0.31,0.03,1.22,0.17
2993,2018,0,0.35,0.2,0.03,0.1,0.14
2458,2019,0,0.53,0.04,0.0,0.08,0.23
2854,2018,0,-0.07,0.17,0.02,0.79,0.22
441,2012,0,0.14,-0.12,0.04,1.28,0.26
3636,2016,1,0.18,0.0,0.03,3.16,0.26
967,2020,0,0.14,0.28,0.0,0.38,0.16
489,2012,0,0.2,0.17,0.01,1.15,0.28
1021,2012,0,0.22,0.15,0.03,0.14,0.13
1579,2019,0,0.02,-0.06,0.04,0.97,0.3
3046,2013,0,0.3,0.02,0.02,0.82,0.15
3119,2017,0,0.15,0.32,0.0,0.16,0.32
2942,2016,0,0.51,-0.06,0.0,0.66,0.21
2577,2017,0,0.15,0.08,0.02,0.16,0.3
679,2013,0,0.38,0.07,0.03,0.44,0.18
267,2017,0,0.45,0.31,0.05,1.23,0.12
725,2014,0,-0.05,-0.09,0.0,0.9,0.16
2376,2018,0,0.01,0.02,0.03,0.37,0.16
1753,2012,0,0.34,0.22,0.05,0.25,0.22
1309,2013,0,0.06,-0.01,0.05,0.36,0.26
20,2017,0,0.06,0.16,0.05,1.29,0.18
1549,2018,0,0.51,0.21,0.03,0.91,0.3
1269,2013,0,-0.08,0.26,0.04,0.78,0.16
2247,2020,0,0.5,0.09,0.04,0.18,0.22
13,2020,0,0.41,0.02,0.04,1.28,0.12
3814,2019,1,0.24,0.04,0.04,1.72,0.2
175,2012,0,0.43,0.19,0.03,0.8,0.08
3910,2015,1,0.35,-0.09,0.04,2.07,0.17
3721,2013,1,0.3,0.0,0.03,2.08,0.24
2521,2015,0,0.28,0.27,0.0,0.6,0.19
2902,2016,0,0.15,-0.01,0.05,1.13,0.19
827,2020,0,-0.11,0.13,0.03,0.53,0.19
2981,2015,0,0.38,0.23,0.0,0.32,0.24
1337,2020,0,0.18,0.18,0.04,0.81,0.08
1598,2019,0,0.07,0.19,0.01,0.23,0.3
1557,2017,0,0.55,0.04,0.0,0.27,0.19
3350,2015,0,0.43,0.1,0.04,1.28,0.08
520,2016,0,-0.07,0.01,0.05,0.53,0.28
756,2012,0,0.06,0.03,0.04,0.78,0.16
1079,2019,0,-0.05,0.3,0.03,1.17,0.18
447,2014,0,0.52,0.19,0.03,1.27,0.29
3725,2019,1,0.34,0.0,0.04,0.4,0.16
1529,2017,0,0.06,0.16,0.02,0.54,0.3
1974,2015,0,0.13,-0.08,0.04,0.39,0.29
3960,2013,1,0.24,-0.11,0.04,0.89,0.28
3992,2013,1,0.2,0.04,0.04,2.48,0.27
1426,2014,0,0.07,-0.1,0.01,0.48,0.14
2738,2019,0,0.25,0.04,0.04,0.72,0.28
3687,2018,1,0.23,-0.02,0.04,2.03,0.2
1389,2017,0,-0.09,-0.1,0.03,1.17,0.14
2403,2013,0,0.41,0.19,0.04,0.24,0.17
2883,2020,0,0.06,0.22,0.04,0.59,0.15
2576,2015,0,0.22,0.01,0.01,0.18,0.24
3703,2012,1,0.15,0.0,0.04,1.09,0.24
2401,2017,0,0.05,0.18,0.04,0.89,0.28
2951,2012,0,-0.05,0.3,0.04,1.02,0.21
2285,2018,0,-0.08,0.13,0.02,0.81,0.19
3520,2016,0,0.08,0.19,0.02,1.03,0.12
1287,2012,0,0.26,0.15,0.0,0.33,0.25
2594,2012,0,0.01,0.02,0.0,0.2,0.25
859,2019,0,0.14,0.17,0.03,0.73,0.23
2628,2015,0,0.43,-0.06,0.01,1.24,0.2
2790,2012,0,0.16,-0.09,0.05,0.51,0.1
3648,2015,1,0.32,-0.01,0.03,1.49,0.24
139,2018,0,0.16,0.24,0.03,0.89,0.3
2734,2020,0,-0.1,0.25,0.05,0.58,0.11
2529,2019,0,-0.02,-0.09,0.05,0.76,0.31
3605,2019,1,0.15,-0.04,0.04,2.28,0.16
2756,2014,0,0.03,0.02,0.03,0.58,0.29
549,2019,0,0.09,0.31,0.04,0.76,0.19
1897,2014,0,0.5,0.15,0.03,1.04,0.21
2762,2016,0,-0.01,0.25,0.04,1.29,0.23
2574,2020,0,-0.05,-0.08,0.04,0.27,0.22
793,2013,0,0.0,0.19,0.03,1.07,0.34
211,2017,0,0.37,0.09,0.01,0.63,0.18
389,2016,0,0.22,0.04,0.0,0.56,0.28
2042,2014,0,0.15,0.24,0.02,0.57,0.11
1226,2014,0,0.43,0.3,0.04,0.14,0.18
3652,2012,1,0.22,-0.01,0.04,0.35,0.15
3733,2012,1,0.32,-0.06,0.03,1.07,0.25
95,2012,0,0.13,0.0,0.0,0.12,0.22
1352,2019,0,0.22,0.26,0.03,0.11,0.3
3563,2020,1,0.33,-0.07,0.03,0.36,0.27
968,2013,0,0.49,0.24,0.05,1.25,0.13
2645,2018,0,0.31,0.22,0.02,0.36,0.2
3102,2019,0,0.11,-0.1,0.04,0.41,0.33
3659,2017,1,0.29,-0.08,0.04,1.16,0.13
2583,2017,0,0.43,0.02,0.04,1.15,0.31
2622,2017,0,0.33,0.22,0.03,0.83,0.08
3441,2020,0,0.53,-0.1,0.05,1.11,0.27
2045,2012,0,-0.01,0.03,0.0,1.15,0.15
3857,2015,1,0.35,0.03,0.03,0.34,0.21
1632,2019,0,0.19,0.24,0.0,0.53,0.32
1467,2016,0,0.54,-0.05,0.05,0.52,0.26
295,2020,0,0.04,0.04,0.05,0.56,0.2
2361,2016,0,0.26,-0.04,0.0,0.77,0.13
1937,2017,0,0.31,0.1,0.03,0.28,0.17
966,2013,0,0.01,0.27,0.04,0.47,0.22
3971,2012,1,0.25,0.02,0.04,2.85,0.26
3469,2019,0,0.24,0.1,0.01,0.85,0.17
2943,2020,0,0.12,0.31,0.0,1.12,0.13
2674,2020,0,0.51,-0.03,0.03,0.16,0.34
1119,2013,0,0.13,0.14,0.01,1.18,0.1
1675,2018,0,-0.06,-0.1,0.04,0.43,0.11
1143,2019,0,0.14,0.22,0.02,0.74,0.28
3455,2013,0,0.05,-0.12,0.04,0.31,0.08
881,2013,0,0.53,0.23,0.03,0.96,0.08
2626,2020,0,0.12,0.03,0.01,0.62,0.23
2356,2015,0,-0.11,0.29,0.03,0.36,0.19
3808,2016,1,0.31,0.0,0.03,0.85,0.24
929,2019,0,0.53,-0.07,0.05,0.79,0.26
98,2017,0,0.47,0.16,0.0,0.61,0.17
366,2015,0,0.06,0.02,0.01,0.53,0.32
1797,2013,0,0.26,0.13,0.03,0.24,0.2
3930,2013,1,0.17,-0.03,0.04,2.58,0.25
3165,2014,0,-0.08,-0.01,0.0,0.33,0.15
1174,2015,0,0.05,0.23,0.0,0.12,0.1
3965,2018,1,0.15,-0.07,0.03,0.23,0.18
2787,2014,0,0.08,0.09,0.04,0.14,0.12
1032,2020,0,0.33,0.01,0.04,0.38,0.24
2530,2016,0,0.39,0.31,0.0,0.31,0.08
1707,2018,0,0.25,0.2,0.03,0.15,0.21
3913,2015,1,0.24,0.03,0.04,0.46,0.15
3061,2013,0,0.08,0.06,0.02,1.16,0.16
3405,2020,0,0.46,0.22,0.01,0.24,0.25
556,2020,0,0.01,-0.06,0.02,0.84,0.23
907,2017,0,0.42,0.19,0.05,1.04,0.34
29,2018,0,0.18,-0.09,0.04,0.29,0.14
2135,2014,0,0.31,-0.03,0.05,0.15,0.19
1,2015,0,0.36,-0.11,0.05,0.52,0.17
949,2015,0,0.08,0.21,0.02,0.76,0.18
358,2017,0,0.06,0.06,0.05,1.25,0.24
1013,2018,0,0.2,0.12,0.04,0.95,0.09
2038,2018,0,0.48,-0.11,0.03,1.25,0.28
623,2014,0,0.28,0.1,0.04,1.05,0.28
3065,2020,0,0.45,-0.1,0.03,1.01,0.16
3120,2018,0,0.45,0.23,0.05,1.01,0.22
632,2018,0,0.06,0.14,0.0,0.6,0.21
1996,2018,0,-0.01,0.17,0.01,0.86,0.26
2191,2019,0,0.43,0.19,0.05,0.1,0.18
3207,2016,0,0.46,0.22,0.02,0.78,0.33
2735,2019,0,-0.06,-0.05,0.01,1.09,0.13
1249,2015,0,0.14,0.15,0.05,0.64,0.23
1472,2018,0,0.44,0.27,0.04,0.48,0.27
987,2019,0,0.55,0.19,0.05,0.85,0.29
2781,2014,0,0.25,0.14,0.0,0.73,0.29
3582,2020,1,0.35,0.05,0.04,0.37,0.25
1930,2019,0,0.42,-0.01,0.01,0.9,0.09
868,2020,0,0.09,-0.08,0.02,0.71,0.23
1288,2012,0,0.03,0.18,0.03,1.19,0.26
2207,2012,0,0.43,-0.12,0.05,0.31,0.21
1577,2020,0,0.46,0.25,0.0,0.33,0.29
3877,2018,1,0.35,-0.09,0.04,1.3,0.26
3942,2019,1,0.19,-0.04,0.03,2.1,0.19
451,2012,0,0.33,0.02,0.02,0.69,0.19
3368,2014,0,0.21,0.28,0.04,1.05,0.33
2203,2012,0,-0.02,0.13,0.01,1.23,0.18
3380,2017,0,-0.08,-0.05,0.02,1.02,0.19
940,2016,0,0.12,0.21,0.01,0.49,0.22
3367,2012,0,-0.06,0.18,0.04,0.98,0.12
2704,2020,0,-0.1,0.24,0.04,1.24,0.27
3451,2017,0,0.25,0.08,0.01,1.19,0.08
1362,2018,0,0.17,-0.03,0.01,0.59,0.11
168,2018,0,0.28,0.31,0.02,0.24,0.33
1002,2018,0,-0.09,0.27,0.02,0.69,0.19
221,2012,0,-0.1,0.24,0.02,0.43,0.33
2248,2019,0,0.3,0.18,0.05,1.0,0.34
578,2016,0,0.34,0.14,0.05,0.26,0.17
939,2013,0,0.35,0.15,0.0,0.41,0.16
1639,2018,0,0.36,0.24,0.01,1.16,0.25
2096,2016,0,0.15,0.25,0.02,0.37,0.21
2241,2017,0,0.37,-0.07,0.0,0.59,0.18
329,2020,0,0.42,0.16,0.05,0.98,0.14
1256,2012,0,0.16,0.23,0.01,0.52,0.22
1949,2019,0,0.33,0.3,0.01,1.14,0.31
2917,2014,0,0.54,0.13,0.04,0.85,0.15
2092,2018,0,0.38,0.25,0.0,0.94,0.21
2457,2012,0,0.17,-0.04,0.04,1.25,0.27
1062,2015,0,-0.07,0.2,0.01,0.93,0.08
3651,2018,1,0.29,0.01,0.03,0.93,0.21
3426,2018,0,0.29,0.25,0.02,1.29,0.17
2378,2016,0,0.05,-0.08,0.0,0.1,0.22
2279,2020,0,0.55,0.0,0.05,0.59,0.27
1405,2015,0,0.1,-0.05,0.04,0.96,0.26
435,2018,0,0.24,0.31,0.0,0.57,0.24
3457,2015,0,0.33,0.0,0.02,0.45,0.22
708,2013,0,-0.02,0.08,0.02,0.3,0.22
591,2012,0,0.03,0.14,0.01,0.54,0.11
695,2019,0,0.55,-0.1,0.04,0.26,0.16
1607,2013,0,0.47,0.17,0.03,1.18,0.09
172,2020,0,0.33,-0.01,0.03,0.89,0.19
2623,2018,0,0.43,-0.1,0.02,0.19,0.14
3892,2013,1,0.1,-0.01,0.03,0.45,0.27
1130,2012,0,0.35,0.05,0.02,1.11,0.26
1720,2013,0,0.25,-0.11,0.03,0.84,0.26
1189,2013,0,-0.1,0.01,0.05,1.11,0.15
738,2016,0,0.2,0.0,0.05,0.13,0.28
3116,2016,0,0.08,-0.12,0.04,0.61,0.25
1602,2015,0,0.42,0.24,0.03,1.03,0.1
995,2019,0,0.11,0.19,0.04,0.67,0.25
495,2018,0,0.47,0.05,0.05,0.6,0.22
609,2019,0,0.05,-0.11,0.01,1.01,0.28
1004,2018,0,0.37,-0.07,0.0,0.76,0.18
1745,2019,0,-0.04,-0.1,0.02,0.54,0.27
1070,2019,0,0.16,0.02,0.04,1.03,0.31
2253,2016,0,0.15,-0.01,0.01,0.58,0.24
2646,2018,0,0.31,0.16,0.05,1.08,0.14
459,2017,0,-0.1,0.32,0.03,0.99,0.26
2504,2012,0,0.48,-0.03,0.05,1.09,0.14
1085,2012,0,0.31,0.19,0.05,0.2,0.24
1404,2014,0,0.49,0.06,0.03,0.16,0.09
3181,2020,0,-0.1,0.13,0.01,1.1,0.26
2138,2018,0,0.0,0.06,0.03,1.09,0.24
956,2018,0,0.39,0.29,0.05,0.22,0.12
199,2016,0,-0.02,0.19,0.0,0.29,0.26
2300,2019,0,-0.02,0.02,0.03,0.73,0.18
3033,2012,0,0.32,0.06,0.02,0.94,0.14
3739,2012,1,0.25,-0.07,0.03,2.58,0.28
2205,2019,0,0.26,0.05,0.04,0.65,0.3
857,2012,0,0.3,0.27,0.04,0.43,0.25
3681,2015,1,0.3,-0.07,0.04,0.93,0.17
3026,2012,0,-0.09,0.03,0.02,0.3,0.13
3110,2018,0,0.55,0.06,0.02,1.08,0.15
1240,2018,0,-0.04,0.17,0.01,0.91,0.1
2700,2016,0,-0.03,0.16,0.03,0.23,0.15
1263,2014,0,0.55,0.29,0.02,0.51,0.27
3255,2018,0,0.31,-0.07,0.04,0.61,0.14
2701,2012,0,0.25,0.03,0.0,0.15,0.11
2293,2020,0,0.36,-0.06,0.05,0.98,0.28
2937,2020,0,0.12,0.19,0.03,0.73,0.12
3219,2018,0,0.02,0.12,0.03,0.3,0.22
1888,2015,0,-0.11,0.1,0.03,0.94,0.22
229,2013,0,0.4,0.2,0.02,0.09,0.33
1913,2020,0,0.3,-0.12,0.0,0.24,0.08
2876,2012,0,0.16,0.09,0.01,0.22,0.26
284,2014,0,0.05,0.3,0.03,0.72,0.23
2259,2015,0,0.15,0.08,0.04,0.27,0.24
2634,2014,0,0.01,0.1,0.05,0.63,0.29
69,2015,0,0.43,0.27,0.01,0.66,0.17
1922,2013,0,0.23,0.05,0.01,0.33,0.24
1722,2020,0,-0.09,0.11,0.0,1.13,0.15
2911,2018,0,0.43,-0.04,0.03,0.22,0.32
1212,2020,0,0.12,0.01,0.04,0.14,0.33
1958,2015,0,-0.11,0.08,0.02,0.53,0.09
118,2014,0,-0.06,-0.02,0.01,0.15,0.12
784,2020,0,0.36,0.16,0.05,0.74,0.34
1976,2020,0,0.48,0.29,0.0,0.16,0.3
320,2018,0,0.29,-0.06,0.0,0.83,0.31
2245,2015,0,0.08,0.01,0.0,1.21,0.12
3094,2013,0,0.17,0.17,0.0,0.95,0.28
2359,2020,0,0.23,0.11,0.02,1.25,0.24
503,2018,0,-0.06,0.06,0.02,0.22,0.2
1712,2018,0,0.37,0.15,0.05,0.11,0.34
1037,2020,0,0.01,-0.03,0.02,0.47,0.29
3226,2013,0,0.55,0.09,0.02,0.68,0.28
159,2014,0,0.03,0.0,0.03,0.74,0.16
2377,2015,0,0.11,-0.01,0.04,0.41,0.14
970,2020,0,0.39,0.3,0.0,0.98,0.18
3448,2015,0,-0.06,-0.06,0.0,0.69,0.33
1047,2012,0,0.12,0.02,0.02,0.47,0.17
2863,2019,0,-0.06,-0.02,0.04,1.24,0.11
2040,2017,0,0.41,-0.06,0.0,0.88,0.2
805,2015,0,0.18,0.13,0.02,0.97,0.16
3004,2015,0,0.42,0.3,0.03,0.62,0.3
1795,2016,0,0.49,0.14,0.01,1.25,0.34
433,2015,0,0.53,-0.09,0.0,0.9,0.11
270,2013,0,0.36,0.05,0.0,0.3,0.16
2919,2014,0,0.11,0.09,0.05,0.97,0.26
3503,2015,0,0.01,0.24,0.03,1.09,0.11
1441,2013,0,-0.08,0.02,0.05,1.09,0.08
148,2015,0,0.38,0.1,0.0,0.34,0.29
2730,2020,0,0.25,0.0,0.02,1.03,0.22
1491,2013,0,0.14,0.32,0.0,0.64,0.3
2284,2016,0,0.11,0.03,0.03,1.28,0.29
1680,2019,0,0.4,0.3,0.01,0.31,0.34
773,2016,0,0.08,0.23,0.04,0.27,0.1
1730,2020,0,0.34,-0.02,0.05,0.13,0.3
2418,2014,0,0.4,0.3,0.03,1.02,0.24
244,2015,0,0.17,0.02,0.03,0.31,0.11
460,2020,0,0.26,0.15,0.01,1.12,0.29
534,2012,0,-0.02,0.29,0.0,0.46,0.25
3360,2018,0,0.38,-0.06,0.0,0.34,0.11
736,2015,0,0.07,0.29,0.03,1.12,0.24
3375,2020,0,-0.11,0.23,0.0,0.27,0.3
1566,2014,0,0.27,0.27,0.02,0.36,0.13
2341,2020,0,0.07,0.01,0.02,0.97,0.08
2631,2017,0,0.06,0.09,0.01,1.14,0.31
3776,2015,1,0.32,0.03,0.03,1.63,0.15
2862,2013,0,0.54,0.23,0.04,0.66,0.3
1017,2015,0,-0.02,0.25,0.01,0.55,0.31
2116,2013,0,0.38,0.09,0.04,0.76,0.33
2532,2017,0,0.28,0.06,0.03,0.61,0.11
1205,2017,0,0.21,-0.02,0.03,0.15,0.15
3409,2014,0,0.36,-0.12,0.04,0.66,0.31
